permutation,null_clock_median_lambda
5368,0.5322
5369,0.4259
5370,0.5839
5371,0.4205
5372,0.4787
5373,0.3605
5374,0.3962
5375,0.5501
5376,0.4939
5377,0.5937
5378,0.5772
5379,0.4411
5380,0.5575
5381,0.5447
5382,0.5657
5383,0.3404
5384,0.4718
5385,0.5008
5386,0.4865
5387,0.4400
5388,0.5096
5389,0.4064
5390,0.4919
5391,0.3860
5392,0.4370
5393,0.6135
5394,0.4461
5395,0.3789
5396,0.4207
5397,0.5280
5398,0.5084
5399,0.4797
5400,0.4553
5401,0.4794
5402,0.5120
5403,0.4867
5404,0.4507
5405,0.4641
5406,0.5304
5407,0.5367
5408,0.5114
5409,0.5370
5410,0.4621
5411,0.4259
5412,0.3946
5413,0.4979
5414,0.5209
5415,0.5880
5416,0.5706
5417,0.5131
5418,0.3922
5419,0.4406
5420,0.6077
5421,0.4490
5422,0.4901
5423,0.6186
5424,0.5081
5425,0.4107
5426,0.4864
5427,0.4401
5428,0.4370
5429,0.4919
5430,0.5898
5431,0.6189
5432,0.5457
5433,0.5228
5434,0.5670
5435,0.4568
5436,0.5294
5437,0.5242
5438,0.4764
5439,0.5319
5440,0.5775
5441,0.5164
5442,0.4364
5443,0.5096
5444,0.5126
5445,0.5197
5446,0.5268
5447,0.4242
5448,0.4864
5449,0.5948
5450,0.4326
5451,0.4448
5452,0.5602
5453,0.5004
5454,0.4641
5455,0.5797
5456,0.4721
5457,0.5020
5458,0.5662
5459,0.5129
5460,0.3720
5461,0.4280
5462,0.5538
5463,0.6000
5464,0.4112
5465,0.4982
5466,0.4500
5467,0.4884
5468,0.5651
5469,0.5027
5470,0.5781
5471,0.5300
5472,0.5995
5473,0.5035
5474,0.4796
5475,0.4971
5476,0.4598
5477,0.4392
5478,0.5307
5479,0.4469
5480,0.4771
5481,0.3779
5482,0.4277
5483,0.5226
5484,0.5000
5485,0.4201
5486,0.4840
5487,0.4844
5488,0.4642
5489,0.5289
5490,0.4795
5491,0.5227
5492,0.4811
5493,0.4823
5494,0.3720
5495,0.5131
5496,0.5522
5497,0.4591
5498,0.4381
5499,0.5090
5500,0.4223
5501,0.4835
5502,0.5093
5503,0.5093
5504,0.4854
5505,0.5349
5506,0.4333
5507,0.5395
5508,0.5727
5509,0.4080
5510,0.5641
5511,0.5275
5512,0.5896
5513,0.5491
5514,0.6015
5515,0.5585
5516,0.6150
5517,0.5378
5518,0.4406
5519,0.4988
5520,0.4916
5521,0.3757
5522,0.4760
5523,0.5493
5524,0.5567
5525,0.5819
5526,0.5600
5527,0.4929
5528,0.5645
5529,0.4499
5530,0.5765
5531,0.5340
5532,0.4236
5533,0.4503
5534,0.5704
5535,0.5038
5536,0.4328
5537,0.4357
5538,0.4915
5539,0.4588
5540,0.4481
5541,0.5400
5542,0.5006
5543,0.4952
5544,0.4753
5545,0.4332
5546,0.5949
5547,0.3898
5548,0.4510
5549,0.5722
5550,0.4830
5551,0.5086
5552,0.5156
5553,0.4573
5554,0.4159
5555,0.5784
5556,0.4770
5557,0.5511
5558,0.4772
5559,0.4453
5560,0.4215
5561,0.5208
5562,0.4572
5563,0.5190
5564,0.4721
5565,0.4763
5566,0.4628
5567,0.4761
5568,0.4926
5569,0.4344
5570,0.4985
5571,0.5831
5572,0.4505
5573,0.5444
5574,0.5439
5575,0.4184
5576,0.3869
5577,0.3991
5578,0.4064
5579,0.6505
5580,0.5917
5581,0.4829
5582,0.4621
5583,0.6035
5584,0.5367
5585,0.5644
5586,0.4232
5587,0.4261
5588,0.5079
5589,0.5031
5590,0.5110
5591,0.4741
5592,0.5281
5593,0.3954
5594,0.4902
5595,0.4577
5596,0.4919
5597,0.5178
5598,0.5749
5599,0.4711
5600,0.3892
5601,0.4736
5602,0.4420
5603,0.5696
5604,0.4789
5605,0.3402
5606,0.4964
5607,0.4781
5608,0.4763
5609,0.5697
5610,0.4621
5611,0.4957
5612,0.6098
5613,0.5449
5614,0.5322
5615,0.4928
5616,0.4950
5617,0.5645
5618,0.5413
5619,0.5139
5620,0.6269
5621,0.4670
5622,0.4859
5623,0.5503
5624,0.4642
5625,0.5046
5626,0.4555
5627,0.4260
5628,0.4306
5629,0.3518
5630,0.5493
5631,0.5914
5632,0.5379
5633,0.4785
5634,0.6260
5635,0.5424
5636,0.5868
5637,0.3987
5638,0.4614
5639,0.5949
5640,0.5859
5641,0.5770
5642,0.4923
5643,0.5975
5644,0.4817
5645,0.5483
5646,0.5302
5647,0.4895
5648,0.5681
5649,0.3900
5650,0.3918
5651,0.4625
5652,0.4454
5653,0.5090
5654,0.5959
5655,0.4822
5656,0.3978
5657,0.3919
5658,0.5047
5659,0.4068
5660,0.6432
5661,0.5433
5662,0.5810
5663,0.4763
5664,0.5268
5665,0.5111
5666,0.5539
5667,0.5691
5668,0.6066
5669,0.4375
5670,0.4616
5671,0.4761
5672,0.4626
5673,0.5688
5674,0.4499
5675,0.4692
5676,0.4543
5677,0.5279
5678,0.5103
5679,0.5753
5680,0.3707
5681,0.4954
5682,0.4350
5683,0.4717
5684,0.4953
5685,0.4403
5686,0.4570
5687,0.4574
5688,0.4583
5689,0.4493
5690,0.5429
5691,0.4470
5692,0.5062
5693,0.4604
5694,0.5510
5695,0.5301
5696,0.5407
5697,0.4441
5698,0.4194
5699,0.5194
5700,0.5007
5701,0.4897
5702,0.5172
5703,0.5487
5704,0.4320
5705,0.4939
5706,0.4614
5707,0.4775
5708,0.5020
5709,0.4888
5710,0.4584
5711,0.5005
5712,0.4758
5713,0.4963
5714,0.4365
5715,0.4182
5716,0.4995
5717,0.3856
5718,0.4907
5719,0.4977
5720,0.4934
5721,0.5459
5722,0.4960
5723,0.5012
5724,0.4860
5725,0.5665
5726,0.4637
5727,0.5068
5728,0.4717
5729,0.5405
5730,0.4545
5731,0.5341
5732,0.5789
5733,0.4829
5734,0.4293
5735,0.4421
5736,0.4469
5737,0.5869
5738,0.5233
5739,0.4469
5740,0.5239
5741,0.5178
5742,0.5253
5743,0.5087
5744,0.4294
5745,0.5286
5746,0.5444
5747,0.4760
5748,0.5328
5749,0.4496
5750,0.5115
5751,0.5308
5752,0.5462
5753,0.4240
5754,0.5038
5755,0.3781
5756,0.4490
5757,0.5227
5758,0.3976
5759,0.5686
5760,0.5887
5761,0.5151
5762,0.4342
5763,0.4097
5764,0.5358
5765,0.5336
5766,0.4602
5767,0.5524
5768,0.5831
5769,0.4499
5770,0.5654
5771,0.5120
5772,0.4311
5773,0.5002
5774,0.4976
5775,0.5154
5776,0.5471
5777,0.4687
5778,0.5466
5779,0.4215
5780,0.5116
5781,0.5105
5782,0.5224
5783,0.5544
5784,0.5895
5785,0.4186
5786,0.5017
5787,0.5071
5788,0.5443
5789,0.4469
5790,0.5900
5791,0.4796
5792,0.5571
5793,0.5156
5794,0.5240
5795,0.4905
5796,0.4760
5797,0.4671
5798,0.5214
5799,0.5301
5800,0.4535
5801,0.4114
5802,0.4512
5803,0.5512
5804,0.3954
5805,0.5524
5806,0.4909
5807,0.5491
5808,0.4580
5809,0.5759
5810,0.4791
5811,0.5519
5812,0.5573
5813,0.4736
5814,0.4859
5815,0.4900
5816,0.5071
5817,0.5699
5818,0.5199
5819,0.5418
5820,0.5171
5821,0.5031
5822,0.4438
5823,0.4855
5824,0.4869
5825,0.5378
5826,0.4819
5827,0.4968
5828,0.4875
5829,0.4503
5830,0.4701
5831,0.5075
5832,0.5452
5833,0.3680
5834,0.4883
5835,0.4674
5836,0.4756
5837,0.5677
5838,0.5530
5839,0.5026
5840,0.4013
5841,0.4906
5842,0.4934
5843,0.3626
5844,0.5047
5845,0.5933
5846,0.4812
5847,0.4122
5848,0.5398
5849,0.4940
5850,0.4675
5851,0.4422
5852,0.5631
5853,0.5074
5854,0.4057
5855,0.4189
5856,0.5190
5857,0.5086
5858,0.4970
5859,0.4797
5860,0.5059
5861,0.4838
5862,0.4902
5863,0.4717
5864,0.4526
5865,0.4975
5866,0.5070
5867,0.3914
5868,0.5163
5869,0.4501
5870,0.4116
5871,0.5509
5872,0.4851
5873,0.4033
5874,0.5230
5875,0.5130
5876,0.4900
5877,0.4385
5878,0.5475
5879,0.4061
5880,0.5333
5881,0.4875
5882,0.5050
5883,0.4573
5884,0.4879
5885,0.3845
5886,0.4322
5887,0.4929
5888,0.5296
5889,0.5550
5890,0.5615
5891,0.5570
5892,0.5064
5893,0.5121
5894,0.5461
5895,0.5976
5896,0.4584
5897,0.5291
5898,0.5148
5899,0.4815
5900,0.4327
5901,0.5165
5902,0.4542
5903,0.4894
5904,0.5477
5905,0.5100
5906,0.4676
5907,0.5370
5908,0.4912
5909,0.5662
5910,0.4905
5911,0.5745
5912,0.5131
5913,0.4778
5914,0.4267
5915,0.4817
5916,0.5306
5917,0.5135
5918,0.3944
5919,0.5149
5920,0.4546
5921,0.4561
5922,0.5270
5923,0.4286
5924,0.4149
5925,0.4379
5926,0.5840
5927,0.5181
5928,0.4592
5929,0.5390
5930,0.4935
5931,0.4410
5932,0.4902
5933,0.4974
5934,0.5205
5935,0.4715
5936,0.4096
5937,0.4682
5938,0.5289
5939,0.4487
5940,0.5235
5941,0.5454
5942,0.4311
5943,0.4652
5944,0.4497
5945,0.5536
5946,0.4200
5947,0.4721
5948,0.4461
5949,0.5379
5950,0.5609
5951,0.5685
5952,0.4143
5953,0.5868
5954,0.5373
5955,0.5161
5956,0.5060
5957,0.5074
5958,0.5444
5959,0.4827
5960,0.5356
5961,0.4950
5962,0.4592
5963,0.5306
5964,0.5243
5965,0.4548
5966,0.4697
5967,0.5194
5968,0.5352
5969,0.5110
5970,0.5319
5971,0.4317
5972,0.6096
5973,0.5232
5974,0.4348
5975,0.4382
5976,0.5434
5977,0.4467
5978,0.4197
5979,0.4999
5980,0.4760
5981,0.4743
5982,0.5565
5983,0.4377
5984,0.4901
5985,0.5960
5986,0.5007
5987,0.3856
5988,0.6008
5989,0.5296
5990,0.4541
5991,0.5187
5992,0.4242
5993,0.4521
5994,0.4505
5995,0.4772
5996,0.5133
5997,0.5043
5998,0.5161
5999,0.4720
6000,0.5735
6001,0.4624
6002,0.5929
6003,0.3860
6004,0.4204
6005,0.4879
6006,0.5419
6007,0.4454
6008,0.4713
6009,0.4974
6010,0.5524
6011,0.5534
6012,0.4967
6013,0.4743
6014,0.5073
6015,0.5546
6016,0.5227
6017,0.4983
6018,0.4563
6019,0.4083
6020,0.4232
6021,0.5766
6022,0.6123
6023,0.4969
6024,0.4789
6025,0.5286
6026,0.5157
6027,0.5052
6028,0.5697
6029,0.5044
6030,0.5556
6031,0.4466
6032,0.4552
6033,0.5564
6034,0.4587
6035,0.4225
6036,0.4206
6037,0.4963
6038,0.5152
6039,0.5251
6040,0.5290
6041,0.5441
6042,0.4616
6043,0.5469
6044,0.5268
6045,0.4715
6046,0.4516
6047,0.4832
6048,0.5716
6049,0.4810
6050,0.4648
6051,0.5434
6052,0.4194
6053,0.5394
6054,0.4641
6055,0.5331
6056,0.6056
6057,0.4536
6058,0.4516
6059,0.5048
6060,0.3543
6061,0.4566
6062,0.3850
6063,0.5573
6064,0.5109
6065,0.5324
6066,0.4914
6067,0.4740
6068,0.4154
6069,0.4364
6070,0.4679
6071,0.5059
6072,0.3685
6073,0.5269
6074,0.4378
6075,0.5652
6076,0.5874
6077,0.4996
6078,0.4368
6079,0.5359
6080,0.5951
6081,0.5591
6082,0.5174
6083,0.5963
6084,0.5112
6085,0.4047
6086,0.5455
6087,0.5092
6088,0.4058
6089,0.6200
6090,0.5697
6091,0.5307
6092,0.3643
6093,0.4792
6094,0.4887
6095,0.4619
6096,0.4823
6097,0.5415
6098,0.5887
6099,0.5816
6100,0.5145
6101,0.4285
6102,0.5197
6103,0.5847
6104,0.5282
6105,0.5159
6106,0.5292
6107,0.4730
6108,0.5661
6109,0.4825
6110,0.4723
6111,0.4617
6112,0.4906
6113,0.4814
6114,0.5020
6115,0.5122
6116,0.4985
6117,0.4701
6118,0.5187
6119,0.5382
6120,0.4816
6121,0.5106
6122,0.5445
6123,0.5012
6124,0.5286
6125,0.4581
6126,0.4427
6127,0.4836
6128,0.5529
6129,0.6114
6130,0.4524
6131,0.4891
6132,0.5230
6133,0.5106
6134,0.5485
6135,0.5115
6136,0.5738
6137,0.5180
6138,0.5576
6139,0.3967
6140,0.4705
6141,0.5058
6142,0.5746
6143,0.4346
6144,0.4305
6145,0.4159
6146,0.5745
6147,0.4743
6148,0.5489
6149,0.4585
6150,0.4201
6151,0.5569
6152,0.4989
6153,0.4372
6154,0.5020
6155,0.5994
6156,0.4480
6157,0.5290
6158,0.4777
6159,0.5737
6160,0.5730
6161,0.5207
6162,0.5439
6163,0.4737
6164,0.4612
6165,0.4501
6166,0.5788
6167,0.4754
6168,0.5000
6169,0.4920
6170,0.5231
6171,0.4957
6172,0.5344
6173,0.5051
6174,0.5391
6175,0.5673
6176,0.5196
6177,0.4408
6178,0.4920
6179,0.5811
6180,0.4526
6181,0.4966
6182,0.5572
6183,0.5646
6184,0.5425
6185,0.5256
6186,0.5552
6187,0.5111
6188,0.5120
6189,0.5096
6190,0.5871
6191,0.3761
6192,0.5217
6193,0.3918
6194,0.4953
6195,0.4882
6196,0.5355
6197,0.5958
6198,0.4451
6199,0.6100
6200,0.4837
6201,0.4960
6202,0.4063
6203,0.4449
6204,0.5847
6205,0.4934
6206,0.4610
6207,0.5470
6208,0.5944
6209,0.4653
6210,0.4369
6211,0.4468
6212,0.5205
6213,0.6001
6214,0.3900
6215,0.4300
6216,0.5220
6217,0.4486
6218,0.5086
6219,0.5213
6220,0.4500
6221,0.5052
6222,0.5033
6223,0.5101
6224,0.4793
6225,0.4610
6226,0.5352
6227,0.3968
6228,0.5051
6229,0.4268
6230,0.5252
6231,0.4651
6232,0.5375
6233,0.4855
6234,0.4269
6235,0.4920
6236,0.4756
6237,0.5234
6238,0.4602
6239,0.5065
6240,0.4643
6241,0.4808
6242,0.6210
6243,0.5364
6244,0.5442
6245,0.5992
6246,0.4967
6247,0.5429
6248,0.4618
6249,0.4648
6250,0.4933
6251,0.5052
6252,0.5071
6253,0.4649
6254,0.4913
6255,0.5117
6256,0.5620
6257,0.4831
6258,0.4430
6259,0.3935
6260,0.5322
6261,0.5349
6262,0.4969
6263,0.4293
6264,0.5463
6265,0.5482
6266,0.4694
6267,0.4306
6268,0.4972
6269,0.3961
6270,0.5521
6271,0.4537
6272,0.4328
6273,0.5683
6274,0.5462
6275,0.5091
6276,0.5076
6277,0.4953
6278,0.5383
6279,0.5147
6280,0.5014
6281,0.5808
6282,0.5039
6283,0.4959
6284,0.5818
6285,0.5341
6286,0.4892
6287,0.4457
6288,0.4949
6289,0.5559
6290,0.5718
6291,0.4871
6292,0.3688
6293,0.5161
6294,0.5936
6295,0.5250
6296,0.4385
6297,0.4361
6298,0.5062
6299,0.5197
6300,0.5760
6301,0.5087
6302,0.4281
6303,0.4698
6304,0.4135
6305,0.5397
6306,0.6043
6307,0.5608
6308,0.5550
6309,0.4335
6310,0.4560
6311,0.4832
6312,0.5243
6313,0.4518
6314,0.4701
6315,0.5608
6316,0.5394
6317,0.5113
6318,0.6567
6319,0.4990
6320,0.5419
6321,0.5077
6322,0.5262
6323,0.4685
6324,0.5613
6325,0.4476
6326,0.5818
6327,0.4576
6328,0.4135
6329,0.5225
6330,0.5000
6331,0.5149
6332,0.5165
6333,0.5032
6334,0.4576
6335,0.5415
6336,0.3900
6337,0.4395
6338,0.5477
6339,0.5724
6340,0.5240
6341,0.5059
6342,0.5197
6343,0.4652
6344,0.4800
6345,0.5266
6346,0.4935
6347,0.5343
6348,0.5517
6349,0.5270
6350,0.4407
6351,0.5272
6352,0.3756
6353,0.5712
6354,0.4815
6355,0.5950
6356,0.4543
6357,0.4221
6358,0.6307
6359,0.4148
6360,0.5575
6361,0.5500
6362,0.4760
6363,0.5114
6364,0.5108
6365,0.4869
6366,0.5222
6367,0.4853
6368,0.4992
6369,0.4456
6370,0.5633
6371,0.5817
6372,0.4510
6373,0.5127
6374,0.5376
6375,0.4297
6376,0.4143
6377,0.5274
6378,0.4842
6379,0.4763
6380,0.4052
6381,0.3681
6382,0.5823
6383,0.5108
6384,0.4963
6385,0.4986
6386,0.3443
6387,0.5010
6388,0.5195
6389,0.6056
6390,0.5901
6391,0.4652
6392,0.4629
6393,0.5392
6394,0.3742
6395,0.5393
6396,0.4894
6397,0.4769
6398,0.5449
6399,0.4632
6400,0.4588
6401,0.4693
6402,0.4626
6403,0.4458
6404,0.5416
6405,0.4793
6406,0.5101
6407,0.5864
6408,0.4774
6409,0.5735
6410,0.5359
6411,0.4492
6412,0.4557
6413,0.5641
6414,0.5214
6415,0.5479
6416,0.4919
6417,0.5688
6418,0.5853
6419,0.4130
6420,0.5055
6421,0.4596
6422,0.5388
6423,0.4845
6424,0.4868
6425,0.5318
6426,0.4466
6427,0.4803
6428,0.4254
6429,0.4510
6430,0.5637
6431,0.4801
6432,0.4518
6433,0.4748
6434,0.5247
6435,0.4128
6436,0.4441
6437,0.4582
6438,0.5164
6439,0.3944
6440,0.4540
6441,0.5138
6442,0.4356
6443,0.4590
6444,0.5185
6445,0.4940
6446,0.4370
6447,0.5024
6448,0.5318
6449,0.5060
6450,0.4461
6451,0.4725
6452,0.5382
6453,0.4789
6454,0.5742
6455,0.4689
6456,0.4560
6457,0.4743
6458,0.4726
6459,0.4467
6460,0.5483
6461,0.4864
6462,0.5302
6463,0.5035
6464,0.4041
6465,0.4299
6466,0.4903
6467,0.5616
6468,0.4636
6469,0.5604
6470,0.4899
6471,0.5736
6472,0.5035
6473,0.5729
6474,0.5404
6475,0.4589
6476,0.4386
6477,0.5794
6478,0.4749
6479,0.5422
6480,0.5717
6481,0.5168
6482,0.4875
6483,0.5071
6484,0.5096
6485,0.5771
6486,0.5402
6487,0.4542
6488,0.4257
6489,0.4638
6490,0.3956
6491,0.5576
6492,0.4730
6493,0.5133
6494,0.4864
6495,0.4004
6496,0.5675
6497,0.4982
6498,0.5061
6499,0.3939
6500,0.5064
6501,0.4941
6502,0.4957
6503,0.5580
6504,0.5490
6505,0.5243
6506,0.5185
6507,0.5112
6508,0.5359
6509,0.5697
6510,0.4119
6511,0.4354
6512,0.4908
6513,0.3360
6514,0.5128
6515,0.5669
6516,0.4734
6517,0.5253
6518,0.4422
6519,0.4153
6520,0.4994
6521,0.5126
6522,0.3728
6523,0.4617
6524,0.4540
6525,0.4809
6526,0.4908
6527,0.4997
6528,0.5202
6529,0.4390
6530,0.5412
6531,0.3550
6532,0.4726
6533,0.5121
6534,0.4813
6535,0.4670
6536,0.4819
6537,0.4257
6538,0.5153
6539,0.4851
6540,0.5305
6541,0.4300
6542,0.3981
6543,0.5572
6544,0.4711
6545,0.4498
6546,0.5419
6547,0.4893
6548,0.5476
6549,0.4501
6550,0.5514
6551,0.4239
6552,0.4616
6553,0.5660
6554,0.4272
6555,0.5852
6556,0.5083
6557,0.6058
6558,0.5955
6559,0.4503
6560,0.6484
6561,0.5617
6562,0.4791
6563,0.4125
6564,0.5524
6565,0.5338
6566,0.4660
6567,0.4847
6568,0.4679
6569,0.5023
6570,0.4423
6571,0.4667
6572,0.5097
6573,0.4529
6574,0.4460
6575,0.4546
6576,0.4947
6577,0.4393
6578,0.4736
6579,0.4030
6580,0.5574
6581,0.4588
6582,0.4354
6583,0.4886
6584,0.4019
6585,0.6039
6586,0.5423
6587,0.4266
6588,0.5234
6589,0.4192
6590,0.5244
6591,0.4726
6592,0.4398
6593,0.4391
6594,0.4858
6595,0.4676
6596,0.4193
6597,0.4460
6598,0.5173
6599,0.4548
6600,0.5764
6601,0.4875
6602,0.6300
6603,0.4628
6604,0.4087
6605,0.4231
6606,0.4702
6607,0.5234
6608,0.6053
6609,0.5385
6610,0.4506
6611,0.6249
6612,0.4583
6613,0.5340
6614,0.5131
6615,0.4684
6616,0.4361
6617,0.5530
6618,0.5333
6619,0.5340
6620,0.5402
6621,0.4948
6622,0.5484
6623,0.5021
6624,0.4693
6625,0.4173
6626,0.4476
6627,0.4429
6628,0.5565
6629,0.4881
6630,0.5252
6631,0.6010
6632,0.5568
6633,0.4632
6634,0.3728
6635,0.5773
6636,0.4557
6637,0.5208
6638,0.4745
6639,0.4854
6640,0.5003
6641,0.4804
6642,0.5937
6643,0.4919
6644,0.4075
6645,0.5290
6646,0.5053
6647,0.4765
6648,0.4577
6649,0.4274
6650,0.4814
6651,0.5717
6652,0.4354
6653,0.5272
6654,0.4202
6655,0.4808
6656,0.3779
6657,0.4640
6658,0.5126
6659,0.5749
6660,0.5433
6661,0.5668
6662,0.4846
6663,0.4390
6664,0.6009
6665,0.5715
6666,0.5574
6667,0.4161
6668,0.4949
6669,0.4588
6670,0.5552
6671,0.4245
6672,0.4588
6673,0.4497
6674,0.4907
6675,0.5416
6676,0.5596
6677,0.4788
6678,0.4158
6679,0.5561
6680,0.4894
6681,0.4221
6682,0.5461
6683,0.5064
6684,0.4431
6685,0.5596
6686,0.4954
6687,0.5031
6688,0.4697
6689,0.5471
6690,0.4722
6691,0.4535
6692,0.5594
6693,0.4777
6694,0.4066
6695,0.4648
6696,0.4979
6697,0.4263
6698,0.4828
6699,0.4536
6700,0.5378
6701,0.4223
6702,0.4852
6703,0.4599
6704,0.4779
6705,0.5417
6706,0.4117
6707,0.4203
6708,0.3801
6709,0.5522
6710,0.5010
6711,0.5238
6712,0.5354
6713,0.3998
6714,0.5622
6715,0.4123
6716,0.5078
6717,0.5000
6718,0.5312
6719,0.4722
6720,0.4305
6721,0.4203
6722,0.5310
6723,0.4965
6724,0.5287
6725,0.5241
6726,0.4895
6727,0.5135
6728,0.6012
6729,0.5079
6730,0.4622
6731,0.4991
6732,0.5556
6733,0.5589
6734,0.4920
6735,0.5735
6736,0.5315
6737,0.4694
6738,0.4928
6739,0.5236
6740,0.6081
6741,0.5006
6742,0.4947
6743,0.5713
6744,0.6033
6745,0.3907
6746,0.5123
6747,0.4863
6748,0.4977
6749,0.4884
6750,0.4343
6751,0.4208
6752,0.5309
6753,0.5699
6754,0.4853
6755,0.3937
6756,0.4823
6757,0.5615
6758,0.5736
6759,0.4657
6760,0.4829
6761,0.6294
6762,0.4602
6763,0.4904
6764,0.4574
6765,0.3496
6766,0.3552
6767,0.5149
6768,0.5081
6769,0.5968
6770,0.5029
6771,0.5373
6772,0.5078
6773,0.5464
6774,0.4677
6775,0.4108
6776,0.4395
6777,0.4139
6778,0.4662
6779,0.4331
6780,0.3743
6781,0.5462
6782,0.5837
6783,0.4478
6784,0.5758
6785,0.3922
6786,0.5350
6787,0.4443
6788,0.5158
6789,0.5059
6790,0.4782
6791,0.6339
6792,0.5214
6793,0.5660
6794,0.4646
6795,0.5042
6796,0.5366
6797,0.4958
6798,0.4823
6799,0.6057
6800,0.4882
6801,0.5032
6802,0.5511
6803,0.5371
6804,0.4543
6805,0.5404
6806,0.4249
6807,0.5600
6808,0.5543
6809,0.4912
6810,0.5402
6811,0.4957
6812,0.5423
6813,0.4979
6814,0.5224
6815,0.5085
6816,0.4607
6817,0.5254
6818,0.4599
6819,0.4056
6820,0.5300
6821,0.5543
6822,0.5905
6823,0.4166
6824,0.4714
6825,0.5307
6826,0.5213
6827,0.4294
6828,0.5084
6829,0.4575
6830,0.4420
6831,0.5278
6832,0.5274
6833,0.5066
6834,0.4307
6835,0.5061
6836,0.5551
6837,0.5263
6838,0.4231
6839,0.5293
6840,0.4381
6841,0.4972
6842,0.3701
6843,0.5116
6844,0.4766
6845,0.5501
6846,0.4926
6847,0.4786
6848,0.5250
6849,0.5227
6850,0.4449
6851,0.6013
6852,0.4821
6853,0.4451
6854,0.5986
6855,0.5107
6856,0.4446
6857,0.5616
6858,0.5707
6859,0.3836
6860,0.5020
6861,0.3922
6862,0.4983
6863,0.5355
6864,0.3852
6865,0.4980
6866,0.4441
6867,0.4632
6868,0.4513
6869,0.3905
6870,0.5374
6871,0.4897
6872,0.4999
6873,0.3707
6874,0.4763
6875,0.4870
6876,0.5512
6877,0.3869
6878,0.5170
6879,0.5426
6880,0.5302
6881,0.4766
6882,0.4159
6883,0.5708
6884,0.5150
6885,0.3483
6886,0.6071
6887,0.5816
6888,0.5716
6889,0.6286
6890,0.5292
6891,0.5736
6892,0.3612
6893,0.4728
6894,0.4760
6895,0.4712
6896,0.5994
6897,0.3620
6898,0.5665
6899,0.5477
6900,0.5098
6901,0.4119
6902,0.5040
6903,0.4309
6904,0.5497
6905,0.3078
6906,0.4547
6907,0.5184
6908,0.4854
6909,0.5309
6910,0.4662
6911,0.5156
6912,0.5017
6913,0.5120
6914,0.5131
6915,0.5113
6916,0.4673
6917,0.4462
6918,0.5062
6919,0.4092
6920,0.4588
6921,0.4063
6922,0.4225
6923,0.4708
6924,0.4512
6925,0.5040
6926,0.4853
6927,0.4985
6928,0.5862
6929,0.5102
6930,0.5284
6931,0.4570
6932,0.4790
6933,0.5288
6934,0.4887
6935,0.5777
6936,0.5177
6937,0.5323
6938,0.5047
6939,0.5744
6940,0.5350
6941,0.3995
6942,0.4893
6943,0.5682
6944,0.4583
6945,0.4973
6946,0.6132
6947,0.4635
6948,0.5995
6949,0.5616
6950,0.4739
6951,0.5968
6952,0.4642
6953,0.5356
6954,0.4701
6955,0.3896
6956,0.4324
6957,0.4785
6958,0.4460
6959,0.4646
6960,0.5246
6961,0.5645
6962,0.5368
6963,0.4405
6964,0.4849
6965,0.5098
6966,0.4847
6967,0.4683
6968,0.4050
6969,0.3569
6970,0.4736
6971,0.4980
6972,0.4995
6973,0.6320
6974,0.5987
6975,0.5446
6976,0.4625
6977,0.4954
6978,0.5368
6979,0.4837
6980,0.5119
6981,0.5743
6982,0.4984
6983,0.4317
6984,0.5075
6985,0.4215
6986,0.4626
6987,0.4032
6988,0.4989
6989,0.4596
6990,0.5354
6991,0.4670
6992,0.5516
6993,0.5170
6994,0.4190
6995,0.5402
6996,0.4660
6997,0.5312
6998,0.3743
6999,0.4672
7000,0.4782
7001,0.4561
7002,0.4780
7003,0.4052
7004,0.4994
7005,0.4742
7006,0.5396
7007,0.4736
7008,0.4809
7009,0.5311
7010,0.5715
7011,0.4717
7012,0.5469
7013,0.4934
7014,0.4802
7015,0.5354
7016,0.5461
7017,0.4630
7018,0.4488
7019,0.5635
7020,0.5229
7021,0.4514
7022,0.4612
7023,0.5630
7024,0.4912
7025,0.4903
7026,0.5434
7027,0.5495
7028,0.5270
7029,0.3891
7030,0.5366
7031,0.5485
7032,0.5360
7033,0.4591
7034,0.5682
7035,0.5904
7036,0.4970
7037,0.5633
7038,0.4577
7039,0.5262
7040,0.5225
7041,0.5265
7042,0.5601
7043,0.4540
7044,0.5822
7045,0.4923
7046,0.5064
7047,0.4952
7048,0.5884
7049,0.4812
7050,0.5089
7051,0.5859
7052,0.4660
7053,0.4995
7054,0.5150
7055,0.4841
7056,0.5335
7057,0.5149
7058,0.4524
7059,0.5006
7060,0.4659
7061,0.4117
7062,0.4688
7063,0.5515
7064,0.4757
7065,0.5206
7066,0.3802
7067,0.4635
7068,0.5319
7069,0.3698
7070,0.5272
7071,0.4436
7072,0.5222
7073,0.4928
7074,0.4485
7075,0.4959
7076,0.5342
7077,0.4929
7078,0.5000
7079,0.4856
7080,0.4635
7081,0.4299
7082,0.5192
7083,0.4471
7084,0.4808
7085,0.4358
7086,0.5222
7087,0.5156
7088,0.5290
7089,0.3795
7090,0.5115
7091,0.5435
7092,0.4390
7093,0.4855
7094,0.6013
7095,0.5001
7096,0.5682
7097,0.4293
7098,0.5075
7099,0.4254
7100,0.5869
7101,0.4482
7102,0.4410
7103,0.5300
7104,0.3851
7105,0.4430
7106,0.4542
7107,0.2918
7108,0.4744
7109,0.4566
7110,0.4655
7111,0.5539
7112,0.4887
7113,0.5449
7114,0.4352
7115,0.5374
